ticker,price,box_top,box_bottom,pct_above_box,vol_today,vol_avg_20d,vol_ratio,suggested_stop,target_30pct,risk_pct,rr_ratio,box_range_pct,ma20,ma_rising,price_vs_ma20_pct,score,grade,tier,emoji
CCL.NS,1144.1,1134.0,1043.0,0.89,685960,188665,3.64,1111.32,1487.33,2.87,10.47,8.02,1085.92,True,5.36,76,B+,SOLID,🟡
ZEEL.NS,114.15,113.7,81.82,0.4,90161201,39037814,2.31,111.43,148.4,2.39,12.57,28.04,91.56,True,24.68,56,C,MARGINAL,🟠
